URL,Discovery Source,HTTP Status,Final URL,Title,H1,Canonical,Robots,Page Type,Indexable,Current Internal Inlinks,Final Migration Action,Final Destination,Reason,Priority,Verified By HTTP
"https://www.entirefm.com/","XML Sitemap & Live Crawl","200","https://www.entirefm.com/"," | Entire FM","","https://www.entirefm.com/","index, follow","commercial","YES","Hub Linked","KEEP_200","/","Direct Rebuild Preservation","P1","YES (HTTPS)"
"https://www.entirefm.com/about","XML Sitemap & Live Crawl","200","https://www.entirefm.com/about","about | Entire FM","about","https://www.entirefm.com/about","index, follow","commercial","YES","Hub Linked","KEEP_200","/about","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/academy","XML Sitemap & Live Crawl","200","https://www.entirefm.com/academy","academy | Entire FM","academy","https://www.entirefm.com/academy","index, follow","commercial","YES","Hub Linked","KEEP_200","/academy","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/arena-facilities-management","XML Sitemap & Live Crawl","200","https://www.entirefm.com/arena-facilities-management","arena facilities management | Entire FM","arena facilities management","https://www.entirefm.com/arena-facilities-management","index, follow","commercial","YES","Hub Linked","KEEP_200","/arena-facilities-management","Direct Rebuild Preservation","P1","YES (HTTPS)"
"https://www.entirefm.com/awards","XML Sitemap & Live Crawl","200","https://www.entirefm.com/awards","awards | Entire FM","awards","https://www.entirefm.com/awards","index, follow","commercial","YES","Hub Linked","KEEP_200","/awards","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/blog","XML Sitemap & Live Crawl","200","https://www.entirefm.com/blog","blog | Entire FM","blog","https://www.entirefm.com/blog","index, follow","commercial","YES","Hub Linked","KEEP_200","/blog","Direct Rebuild Preservation","P1","YES (HTTPS)"
"https://www.entirefm.com/building-walk","XML Sitemap & Live Crawl","200","https://www.entirefm.com/building-walk","building walk | Entire FM","building walk","https://www.entirefm.com/building-walk","index, follow","commercial","YES","Hub Linked","KEEP_200","/building-walk","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/careers","XML Sitemap & Live Crawl","200","https://www.entirefm.com/careers","careers | Entire FM","careers","https://www.entirefm.com/careers","index, follow","commercial","YES","Hub Linked","KEEP_200","/careers","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/case-studies","XML Sitemap & Live Crawl","200","https://www.entirefm.com/case-studies","case studies | Entire FM","case studies","https://www.entirefm.com/case-studies","index, follow","commercial","YES","Hub Linked","KEEP_200","/case-studies","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/commercial-facilities-management","XML Sitemap & Live Crawl","200","https://www.entirefm.com/commercial-facilities-management","commercial facilities management | Entire FM","commercial facilities management","https://www.entirefm.com/commercial-facilities-management","index, follow","commercial","YES","Hub Linked","KEEP_200","/commercial-facilities-management","Direct Rebuild Preservation","P1","YES (HTTPS)"
"https://www.entirefm.com/compare","XML Sitemap & Live Crawl","200","https://www.entirefm.com/compare","compare | Entire FM","compare","https://www.entirefm.com/compare","index, follow","commercial","YES","Hub Linked","KEEP_200","/compare","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/compliance-pack","XML Sitemap & Live Crawl","200","https://www.entirefm.com/compliance-pack","compliance pack | Entire FM","compliance pack","https://www.entirefm.com/compliance-pack","index, follow","commercial","YES","Hub Linked","KEEP_200","/compliance-pack","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/compliance-risk-diagnostic","XML Sitemap & Live Crawl","200","https://www.entirefm.com/compliance-risk-diagnostic","compliance risk diagnostic | Entire FM","compliance risk diagnostic","https://www.entirefm.com/compliance-risk-diagnostic","index, follow","commercial","YES","Hub Linked","KEEP_200","/compliance-risk-diagnostic","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/contact","XML Sitemap & Live Crawl","200","https://www.entirefm.com/contact","contact | Entire FM","contact","https://www.entirefm.com/contact","index, follow","commercial","YES","Hub Linked","KEEP_200","/contact","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/coverage","XML Sitemap & Live Crawl","200","https://www.entirefm.com/coverage","coverage | Entire FM","coverage","https://www.entirefm.com/coverage","index, follow","commercial","YES","Hub Linked","KEEP_200","/coverage","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/education-facilities-management","XML Sitemap & Live Crawl","200","https://www.entirefm.com/education-facilities-management","education facilities management | Entire FM","education facilities management","https://www.entirefm.com/education-facilities-management","index, follow","commercial","YES","Hub Linked","KEEP_200","/education-facilities-management","Direct Rebuild Preservation","P1","YES (HTTPS)"
"https://www.entirefm.com/entirecafm","XML Sitemap & Live Crawl","200","https://www.entirefm.com/entirecafm","entirecafm | Entire FM","entirecafm","https://www.entirefm.com/entirecafm","index, follow","commercial","YES","Hub Linked","KEEP_200","/entirecafm","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/esg","XML Sitemap & Live Crawl","200","https://www.entirefm.com/esg","esg | Entire FM","esg","https://www.entirefm.com/esg","index, follow","commercial","YES","Hub Linked","KEEP_200","/esg","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/fm-insights","XML Sitemap & Live Crawl","200","https://www.entirefm.com/fm-insights","fm insights | Entire FM","fm insights","https://www.entirefm.com/fm-insights","index, follow","commercial","YES","Hub Linked","KEEP_200","/fm-insights","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/health-safety","XML Sitemap & Live Crawl","200","https://www.entirefm.com/health-safety","health safety | Entire FM","health safety","https://www.entirefm.com/health-safety","index, follow","commercial","YES","Hub Linked","KEEP_200","/health-safety","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/industrial-facilities-management","XML Sitemap & Live Crawl","200","https://www.entirefm.com/industrial-facilities-management","industrial facilities management | Entire FM","industrial facilities management","https://www.entirefm.com/industrial-facilities-management","index, follow","commercial","YES","Hub Linked","KEEP_200","/industrial-facilities-management","Direct Rebuild Preservation","P1","YES (HTTPS)"
"https://www.entirefm.com/innovation","XML Sitemap & Live Crawl","200","https://www.entirefm.com/innovation","innovation | Entire FM","innovation","https://www.entirefm.com/innovation","index, follow","commercial","YES","Hub Linked","KEEP_200","/innovation","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/integrations","XML Sitemap & Live Crawl","200","https://www.entirefm.com/integrations","integrations | Entire FM","integrations","https://www.entirefm.com/integrations","index, follow","commercial","YES","Hub Linked","KEEP_200","/integrations","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/leadership","XML Sitemap & Live Crawl","200","https://www.entirefm.com/leadership","leadership | Entire FM","leadership","https://www.entirefm.com/leadership","index, follow","commercial","YES","Hub Linked","KEEP_200","/leadership","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/link-health","XML Sitemap & Live Crawl","200","https://www.entirefm.com/link-health","link health | Entire FM","link health","https://www.entirefm.com/link-health","index, follow","commercial","YES","Hub Linked","KEEP_200","/link-health","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/locations","XML Sitemap & Live Crawl","200","https://www.entirefm.com/locations","locations | Entire FM","locations","https://www.entirefm.com/locations","index, follow","commercial","YES","Hub Linked","KEEP_200","/locations","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/marketplace","XML Sitemap & Live Crawl","200","https://www.entirefm.com/marketplace","marketplace | Entire FM","marketplace","https://www.entirefm.com/marketplace","index, follow","commercial","YES","Hub Linked","KEEP_200","/marketplace","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/partners","XML Sitemap & Live Crawl","200","https://www.entirefm.com/partners","partners | Entire FM","partners","https://www.entirefm.com/partners","index, follow","commercial","YES","Hub Linked","KEEP_200","/partners","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/partnerships","XML Sitemap & Live Crawl","200","https://www.entirefm.com/partnerships","partnerships | Entire FM","partnerships","https://www.entirefm.com/partnerships","index, follow","commercial","YES","Hub Linked","KEEP_200","/partnerships","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/request-proposal","XML Sitemap & Live Crawl","200","https://www.entirefm.com/request-proposal","request proposal | Entire FM","request proposal","https://www.entirefm.com/request-proposal","index, follow","commercial","YES","Hub Linked","KEEP_200","/request-proposal","Retain live URL in rebuild registry","P1","YES (HTTPS)"
